,num_of_objects_around_star,right_ascension,declination,g_band_mag,r_band_mag,i_band_mag,z_band_mag,j_band_mag,h_band_mag,k_band_mag,kepler_band_mag,num_of_transits,max_single_event_stat,max_multi_event_stat,odd_even_depth_stat,limb_dark_co4,limb_dark_co3,limb_dark_co2,limb_dark_co1,transit_signal_to_noise,planet_radius_earth,orbit_semimajor_axis,impact,transit_duration,transit_depth,orbital_period,planet_star_radius_ratio,planet_star_distance_radius,inclination,planet_temp,star_temp,star_surface_gravity,star_metallicity,star_radius,star_mass,flux_weight_offset_sig,centroid_right_ascension,centroid_declination,centroid_right_ascension_offset,centroid_declination_offset,planet_star_right_ascension_offset,planet_star_declination_offset,angular_offset_right_ascension,angular_offset_declination,angular_offset_sky,insolation_flux,star_density,classification
7440,1,289.11096,43.013641,14.933,14.536,14.422,14.382,13.491,13.189,13.104,14.575,10.0,1359.2272,3243.4172,0.0216,0.0,0.0,0.3105,0.2893,1863.4,75.88,0.1477,0.852,8.6122,174830.0,19.93364711,0.538664,22.686,87.85,848.0,6505.0,4.25,-0.34,1.29,1.078,0.0,19.274071336,43.01373227,0.2897,0.3322,0.03,0.05,-0.091,-0.068,0.113,122.24,0.55585,2
7442,1,296.45999,43.28553,15.551,14.9,14.661,14.531,13.591,13.132,13.087,14.928,76.0,1080.7961,6029.956,0.0001,0.0,0.0,0.2337,0.4535,3373.3,31.77,0.1207,0.675,5.08572,176998.0,18.019651402,0.441434,34.48743,88.88,544.0,5278.0,4.658,-0.62,0.659,0.723,0.0,19.764003446,43.28549151,0.1355,-0.1386,0.121,-0.025,-0.176,0.048,0.183,20.7,2.38972,2
7444,1,295.8085,43.303108,14.324,13.817,13.662,13.598,12.711,12.393,12.284,13.861,332.0,952.774,9442.416,0.9447,0.0,0.0,0.2965,0.3342,1520.0,35.22,0.0483,0.599,4.14212,119350.0,4.032762189,0.33531,8.924,86.15,1173.0,5960.0,4.438,-0.3,0.962,0.927,0.0,19.720548945,43.30296903,-0.67024,-0.5075,-0.0868,-0.035,0.102,0.407,0.42,447.97,0.82668,2
7445,1,290.49683,43.49091,15.088,14.495,14.288,14.183,13.248,12.851,12.748,14.528,563.0,740.7465,9092.194,0.8327,0.0,0.0,0.2787,0.3888,386.0,88.22,0.0307,1.653,3.5116,235104.0,2.371589507,1.344266,8.79,79.15,1043.0,5340.0,4.715,-1.0,0.601,0.685,0.0,19.366456638,43.49090601,0.02499,-0.01436,0.045,0.021,-0.052,-0.033,0.061,278.9,2.28086,2
7455,2,295.34271,46.602261,15.356,14.823,14.67,14.597,13.727,13.393,13.305,14.876,8.0,5.9905863,12.034195,0.9151,0.0,0.0,0.2711,0.3858,16.2,2.3,0.6135,0.025,8.99,742.4,180.921729,0.02485,157.5,89.99,302.0,5818.0,4.554,-0.22,0.848,0.937,0.168,19.689504,46.602,-0.39,-0.93,0.00034,0.00046,0.78,0.69,1.04,1.96,2.25843,0
7464,1,294.45444,43.500511,16.11,15.447,15.204,15.078,14.085,13.683,13.516,15.476,666.0,8.450801,80.96738,0.4257,0.0,0.0,0.2665,0.398,126.1,31.12,0.0286,1.248,1.5528,3856.2,2.027383251,0.325674,4.64,74.41,1352.0,5544.0,4.435,-0.4,0.875,0.761,0.001,19.6302897,43.500519,-0.218,0.03,0.0006,-0.00021,-0.026,-0.039,0.047,791.38,0.46033,2
7467,1,298.81647,43.673321,12.137,11.902,11.874,11.875,11.131,10.982,10.925,11.961,152.0,67.05615,505.18005,0.7624,0.0,0.0,0.3376,0.2353,326.1,119.91,0.1012,1.124,3.4546,41770.0,8.752913958,0.418487,16.78,86.16,1635.0,7279.0,3.856,-0.04,2.624,1.8,0.0,19.921099739,43.67331498,0.0679,-0.0181,0.0,0.0,0.002,0.004,0.005,1689.12,1.1673,2
7470,1,289.97034,43.82053,13.367,12.834,12.681,12.609,11.682,11.395,11.34,12.887,84.0,857.60803,3967.372,0.0,0.0,0.0,0.2713,0.3874,813.6,49.01,0.1368,0.745,7.803,37979.8,16.579028045,0.195145,15.2034,87.19,1062.0,5870.0,3.808,-0.14,2.3,1.239,0.0,19.331354531,43.8205029,-0.0299,-0.0976,0.0004,0.0006,-0.001,0.002,0.002,300.36,0.24186,2
7471,1,300.16159,43.992931,14.168,13.122,12.749,12.505,11.33,10.755,10.618,13.175,3.0,5.145904,7.1892066,0.3231,0.0,0.0,0.1173,0.6326,11.5,14.87,1.5302,0.714,6.278,523.2,513.42784,0.022446,457.0,89.91,424.0,4833.0,3.13,0.38,6.065,1.81,0.945,20.010772,43.9929,0.01,-0.12,7e-05,5e-05,0.03,-0.23,0.23,7.67,6.86166,1
7473,1,289.30081,41.526508,14.272,13.517,13.214,13.009,11.731,11.215,11.042,13.531,141.0,690.5038,3081.883,-1.0,0.0,0.0,0.236,0.4473,1767.3,182.09,0.0881,0.15,16.1937,332900.0,9.751720174,0.530194,7.0626,88.78,1356.0,5147.0,3.424,-0.54,3.145,0.957,0.0,19.286717004,41.52649563,-0.12111,-0.05174,-0.01,-0.01,0.009,0.009,0.013,800.41,0.07008,2
7479,1,293.89642,41.831772,11.723,11.572,11.599,11.628,10.949,10.842,10.788,11.61,234.0,4871.0435,24308.674,0.1506,0.0,0.0,0.2989,0.2889,8022.8,129.2,0.0814,0.366,6.33505,121544.0,5.776794344,0.328562,8.93515,87.65,2249.0,7666.0,3.658,0.24,3.601,2.153,0.0,19.593091917,41.83176564,-0.0838,-0.01569,-0.0054,0.0,0.007,0.029,0.03,6048.96,0.40438,2
7483,1,291.73993,49.570808,15.814,15.361,15.224,15.17,14.262,14.003,13.952,15.401,19.0,959.42725,2830.888,0.6794,0.0,0.0,0.3058,0.3071,933.5,89.96,0.3487,1.137,6.9735,184074.0,73.91858615,0.779419,110.83,89.41,484.0,6300.0,4.404,-0.26,1.057,1.028,0.0,19.44932807,49.5707696,0.0026,-0.1456,0.07,-0.08,-0.095,0.106,0.143,12.95,4.7136,2
7486,1,296.40967,43.876019,14.67,14.356,14.276,14.285,13.484,13.277,13.282,14.394,562.0,3.651549,8.539365,0.0522,0.0,0.0,0.3179,0.2687,41.7,25.56,0.0369,1.193,17.302,114.3,2.38793696,0.201577,1.206,8.54,1674.0,6769.0,4.379,-0.3,1.161,1.188,0.503,19.760684,43.87584,1.6,-0.7,-2.9e-05,1.5e-05,-0.07,0.14,0.16,1860.02,0.00582,1
7490,1,297.31537,49.706081,12.054,11.654,11.527,11.495,10.631,10.379,10.329,11.685,287.0,344.28625,1726.6969,0.7121,0.0,0.0,0.2998,0.3069,674.9,32.36,0.0543,0.004,6.03,32609.2,4.618767943,0.166402,6.8586,89.96,1565.0,6195.0,3.937,-0.58,1.781,1.0,0.0,19.821024001,49.70599975,0.0,-0.2889,-0.02424,-0.0215,0.006,0.003,0.006,1418.08,0.28609,2
7492,1,292.61746,44.002048,10.668,10.905,11.132,11.292,10.713,10.776,10.807,10.846,388.0,6.304176,50.83642,0.674,0.0,0.0,0.2933,0.1631,45.8,180.8,0.0557,1.313,1.7084,1941.7,2.565717939,0.351374,3.9,70.33,4607.0,11360.0,3.636,0.21,4.712,3.504,0.0,19.507814,44.002047,-0.649,-0.011,0.000278,3e-06,-1.55,0.06,1.55,106664.85,0.17055,1
7493,1,292.63339,44.001839,16.008,15.389,15.197,15.066,14.044,13.6,13.52,15.44,30.0,79.83083,325.32214,0.6506,0.0,0.0,0.2665,0.398,343.5,32.56,0.1437,1.247,5.5924,13857.7,22.05274533,0.402406,19.36,86.31,552.0,5510.0,4.608,-0.4,0.741,0.822,0.0,19.5088965,44.00184,0.123,-0.001,0.0003,0.0013,0.023,-0.035,0.042,21.93,0.28219,2
7495,1,290.89172,44.16885,15.446,14.909,14.718,14.64,13.753,13.373,13.36,14.936,243.0,132.40573,1248.4381,0.9156,0.0,0.0,0.2865,0.3556,310.0,16.73,0.047,0.368,6.4649,36133.0,4.078355243,0.176679,5.438,86.12,1113.0,5872.0,4.481,-0.52,0.867,0.83,0.0,19.3927824,44.1687803,0.0156,-0.2509,0.0176,-0.0024,-0.094,0.016,0.096,362.07,0.18285,2
7507,1,297.02438,49.89217,15.233,14.703,14.525,14.46,13.51,13.17,13.114,14.737,237.0,154.80766,1499.5348,0.2745,0.0,0.0,0.2965,0.3342,393.9,29.32,0.0607,1.008,3.6347,29236.3,5.746017234,0.279646,9.58,83.96,1042.0,5940.0,4.429,-0.34,0.96,0.904,0.0,19.8016269,49.8921983,0.031,0.1018,-0.0041,0.0003,-0.018,-0.024,0.03,278.69,0.50373,2
7511,1,293.48392,50.12513,14.594,14.242,14.147,14.156,13.299,13.008,12.976,14.281,41.0,185.94638,794.98206,0.8543,0.0,0.0,0.311,0.2914,584.8,28.11,0.0521,0.95,3.10316,25015.2,3.963787093,0.218176,7.519,82.74,1389.0,6617.0,4.373,-0.16,1.18,1.202,0.51,19.5655952,50.125106,0.042,-0.087,-0.0002,-0.0002,0.012,-0.017,0.021,880.12,0.51183,2
7515,1,298.38272,44.61557,15.104,14.437,14.244,14.093,13.132,12.785,12.693,14.502,208.0,909.35254,7242.694,0.311,0.0,0.0,0.2396,0.4415,1797.6,32.33,0.0639,0.065,5.21924,108889.0,6.496031958,0.299669,12.365353,89.7,957.0,5516.0,4.364,-0.14,0.988,0.825,0.0,19.892177529,44.61553394,-0.145,-0.1298,0.0009,0.019,0.01,-0.034,0.036,198.07,0.84758,2
7519,1,291.84222,45.2393,15.873,15.439,15.312,15.262,14.453,14.13,14.111,15.48,250.0,158.02083,1638.1337,0.8495,0.0,0.0,0.3103,0.2947,506.4,23.34,0.0646,0.002,5.1339,40110.4,5.499941387,0.184697,9.71993,89.99,1202.0,6435.0,4.385,-0.06,1.157,1.186,0.0,19.45614638,45.2393181,-0.035,0.0652,0.0028,-0.0001,-0.02,0.005,0.02,492.27,0.57429,2
7520,1,299.39795,45.31823,13.38,13.039,12.965,12.931,12.127,11.953,11.893,13.089,155.0,748.4666,5860.6807,0.0515,0.0,0.0,0.318,0.2734,4638.1,37.51,0.0899,0.822,5.06514,43491.0,8.667826242,0.223318,11.8819,86.03,1225.0,6712.0,4.174,-0.2,1.538,1.294,0.0,19.959867224,45.3179904,0.1224,-0.8626,0.0266,-0.0348,-0.195,0.338,0.391,531.63,0.42237,2
7521,2,290.38962,45.681438,16.017,15.464,15.304,15.207,14.263,13.992,13.925,15.518,5.0,417.6867,847.60876,0.0,0.0,0.0,0.2711,0.3858,616.3,33.81,0.7968,0.798,8.8452,100158.0,265.2996227,0.358753,251.92,89.82,270.0,5873.0,4.547,-0.22,0.863,0.954,0.0,19.35933002,45.6815069,0.857,0.2409,0.098,0.014,-1.84,-0.09,1.84,1.25,4.29723,2
7530,1,295.91998,43.28175,13.62,13.236,13.122,13.085,12.215,11.938,11.851,13.272,128.0,14.406635,38.111343,0.964,0.0,0.0,0.3025,0.2923,272.8,51.47,0.0948,1.296,23.85,1056.2,10.4032399,0.328199,1.625,37.1,1104.0,6428.0,4.144,-0.42,1.436,1.049,0.724,19.727998,43.281794,-0.03,0.16,1.8e-05,-2e-05,-0.19,0.17,0.26,350.59,0.00075,2
7532,1,296.01483,51.34697,13.559,13.368,13.359,13.359,12.59,12.405,12.377,13.415,90.0,162.63353,611.1291,0.0185,0.0,0.0,0.2566,0.3445,86.5,145.18,0.1473,1.169,2.4462,29862.0,14.66769462,0.412115,36.3,88.15,1552.0,7517.0,3.717,-0.16,3.226,1.98,0.019,19.73433321,51.3470961,0.3545,0.4541,-0.0004,-0.0002,0.0,0.006,0.006,1370.6,4.19797,2
7540,1,293.09286,45.691841,12.383,12.08,12.036,12.01,11.235,11.008,10.947,12.14,97.0,331.4358,2201.4736,0.1391,0.0,0.0,0.3138,0.2998,2126.1,25.33,0.1211,0.99,2.55435,12978.3,13.787520532,0.179945,26.47,87.86,921.0,6399.0,4.312,0.1,1.289,1.246,0.888,19.53952531,45.6918326,0.0228,-0.0268,-2e-05,0.0,-0.01,-0.005,0.011,170.01,1.84573,2
7541,1,294.66852,45.966431,18.417,17.392,16.977,16.706,15.552,15.035,14.763,17.409,11.0,114.28465,333.75443,0.1551,0.0,0.0,0.1554,0.5738,297.2,23.96,0.0661,0.426,2.6002,173007.0,8.2904597,0.387641,32.18,89.24,594.0,4601.0,4.681,-0.86,0.566,0.559,0.0,19.6445691,45.966473,0.041,0.156,-0.06,0.0,-0.004,0.005,0.006,29.41,9.168,2
7546,1,291.85846,46.386452,16.186,15.599,15.46,15.342,14.505,14.182,14.089,15.678,229.0,404.77362,3800.485,0.0,0.0,0.0,0.2844,0.3661,1117.0,29.98,0.0658,0.258,3.94804,94124.0,5.918619554,0.282768,14.4118,88.98,1009.0,5957.0,4.498,0.07,0.971,1.083,0.0,19.457227625,46.38642534,-0.1369,-0.0888,-0.0014,0.001,0.006,-0.002,0.006,245.42,1.6165,2
7547,1,297.35962,46.343552,15.618,15.057,14.879,14.778,13.852,13.516,13.398,15.101,322.0,178.18674,2110.4111,0.4304,0.0,0.0,0.2865,0.3556,249.4,38.37,0.0416,1.162,3.3465,38832.0,3.319523463,0.444182,6.62,79.9,1108.0,5761.0,4.581,-0.4,0.791,0.881,0.027,19.82397471,46.3435387,0.0004,-0.0407,0.0002,0.0003,-0.001,0.005,0.005,356.42,0.49846,2
7548,1,290.99643,43.458752,15.309,14.79,14.663,14.521,13.613,13.237,13.237,14.857,225.0,1094.4182,10478.589,0.6071,0.0,0.0,0.2916,0.3447,2200.0,59.2,0.0635,0.7,4.26585,205698.0,5.874197307,0.50055,14.002,87.14,1112.0,6103.0,4.363,-0.22,1.083,0.987,0.0,19.399761014,43.45874186,-0.0386,-0.0293,-0.057,0.034,0.017,-0.012,0.021,361.15,1.50506,2
7553,2,297.21216,43.643719,14.855,14.053,13.819,13.676,12.613,12.164,12.066,14.13,5.0,12.095939,18.332762,0.399,0.0,0.0,0.1923,0.5191,16.2,5.41,0.1016,0.104,2.407,1337.2,12.2064304,0.032713,39.81,89.85,895.0,5254.0,4.05,0.21,1.514,0.937,0.656,19.814147,43.64372,0.15,0.0,-0.00025,0.00023,0.05,-0.09,0.1,151.44,8.01064,0
7554,2,297.21216,43.643719,14.855,14.053,13.819,13.676,12.613,12.164,12.066,14.13,9.0,8.495055,18.156115,0.6917,0.0,0.0,0.1923,0.5191,15.3,4.81,0.0678,0.064,2.135,1058.4,6.6513189,0.029092,24.45,89.85,1095.0,5254.0,4.05,0.21,1.514,0.937,0.137,19.8141273,43.64367,-0.63,-0.19,0.00056,0.00034,-0.2,0.19,0.28,340.06,6.25015,0
7555,1,283.06628,43.743591,13.388,12.812,12.636,12.574,11.611,11.257,11.168,12.862,343.0,261.36987,1350.6888,0.0,0.0,0.0,0.2521,0.421,350.4,21.37,0.0453,0.002,6.8091,73081.0,3.905532605,0.245249,5.5041,89.98,1017.0,5495.0,4.543,-0.3,0.798,0.812,0.0,18.871082547,43.7435045,-0.10739,-0.30778,-0.0003,0.0,0.008,-0.003,0.008,253.21,0.2068,2
7556,2,287.30283,39.289688,15.971,15.148,14.862,14.656,13.679,13.149,13.075,15.195,6.0,9.889065,20.487455,0.6335,0.0,0.0,0.1451,0.582,25.9,3.23,0.6477,0.642,8.419,1657.8,210.631486,0.038919,156.1,89.76,234.0,4895.0,4.589,0.16,0.759,0.817,0.0,19.153527,39.28919,0.24,-1.78,-0.00052,0.0029,0.06,-0.11,0.13,0.71,1.62078,0
7560,2,294.6647,39.783829,15.695,14.841,14.564,14.376,13.31,12.836,12.722,14.903,1396.0,3.7116914,20.960924,0.4563,0.0,0.0,0.1017,0.6385,29.5,1.22,0.015,0.388,1.2638,244.0,0.766691517,0.014221,4.39,84.94,1541.0,4821.0,4.529,0.16,0.788,0.765,0.0,19.6443423,39.78403,1.23,0.72,0.000207,-0.000118,-1.09,-0.74,1.31,1334.22,2.73161,0
7564,1,293.54028,46.437279,15.731,14.962,14.684,14.49,13.513,13.001,12.884,14.998,203.0,1252.5204,9107.342,-1.0,0.0,0.0,0.2386,0.4539,1284.0,28.96,0.0578,0.448,3.35989,203491.0,6.474202359,0.425013,19.932,88.71,717.0,4947.0,4.636,-0.76,0.624,0.614,0.0,19.56935173,46.43727749,-0.01,-0.009,0.0,0.0,0.021,-0.022,0.03,62.47,3.57384,2
7566,1,297.44794,46.884319,13.325,12.891,12.84,12.757,11.872,11.587,11.529,12.985,121.0,1561.8658,11636.365,0.2995,0.0,0.0,0.303,0.3166,7878.0,45.87,0.0892,0.517,4.89701,85995.2,8.947426242,0.27895,16.352,88.19,1141.0,6297.0,4.155,-0.06,1.506,1.18,0.0,19.829864093,46.88424883,0.0772,-0.2562,-0.0102,-0.0071,0.081,0.053,0.096,401.11,1.0331,2
7568,1,291.14401,47.185459,15.296,14.596,14.308,14.162,13.142,12.618,12.526,14.605,611.0,9.830503,28.37828,0.7458,0.0,0.0,0.2386,0.4539,35.9,23.51,0.0276,1.297,1.6107,3026.0,2.173552528,0.362481,4.5,73.25,1025.0,5008.0,4.663,-1.04,0.594,0.592,0.0,19.4095952,47.185934,-0.2,1.71,0.0001,-0.00102,0.044,0.38,0.382,260.75,0.36473,2
7582,3,290.08276,50.86348,13.666,13.278,13.16,13.145,12.277,12.065,11.987,13.312,7.0,8.654215,16.111782,0.8325,0.0,0.0,0.2904,0.3534,21.1,2.57,0.6503,0.885,11.94,292.2,184.262741,0.018261,59.4,89.15,380.0,6115.0,4.249,-0.04,1.291,1.077,0.102,19.338839,50.8639,-0.39,1.52,9e-05,-0.00023,-0.48,0.61,0.78,4.93,0.11657,0
7588,5,283.33606,47.174541,17.65,16.299,15.691,15.389,14.222,13.516,13.343,16.279,20.0,6.539331,16.18784,0.098,0.0,0.0,0.1023,0.6504,22.7,2.38,0.126,0.112,3.493,1917.9,20.9569985,0.038688,47.33,89.86,363.0,3891.0,4.718,0.21,0.564,0.605,0.66,18.889068,47.17457,-0.08,0.12,-0.0001,-0.0006,0.12,-0.06,0.14,4.11,4.56644,0
7589,1,289.22275,47.913891,13.94,13.552,13.445,13.441,12.558,12.317,12.263,13.593,90.0,349.69742,2449.7307,0.4728,0.0,0.0,0.311,0.2914,635.5,45.92,0.1231,1.077,3.82224,34565.1,15.249335907,0.353651,25.03,87.53,875.0,6385.0,4.316,-0.2,1.189,1.062,0.0,19.28152258,47.91390839,0.1911,0.0662,0.0,-0.0003,-0.002,0.003,0.004,138.77,1.27573,2
7590,1,281.9364,48.010059,15.342,14.796,14.63,14.553,13.595,13.295,13.281,14.843,273.0,242.88426,2409.2993,0.001,0.0,0.0,0.2787,0.3728,759.1,26.15,0.0536,0.431,3.82353,80226.0,4.816610903,0.264897,11.472,87.85,1050.0,5796.0,4.472,-0.28,0.904,0.885,0.0,18.795753753,48.01016288,-0.2257,0.3704,-0.0119,-0.005,0.142,0.044,0.149,287.3,1.23109,2
7591,1,290.43994,48.045101,16.21,16.358,16.543,16.534,15.934,15.61,15.912,16.321,118.0,68.338135,571.6555,0.1015,0.0,0.0,0.2918,0.2025,511.7,39.04,0.046,0.003,3.3828,23268.7,2.305903447,0.143473,5.991259,89.98,3147.0,9696.0,4.033,0.07,2.492,2.444,0.0,19.36266222,48.0450763,0.008,-0.085,-0.0029,0.0022,0.122,-0.038,0.128,23214.46,0.76512,2
7592,1,293.55737,48.04174,12.603,11.703,11.427,11.234,10.035,9.552,9.4,11.78,1483.0,10.513823,63.973824,1.0,0.0,0.0,0.1257,0.6257,163.9,426.98,0.041,1.246,3.0646,2063.6,1.814128042,0.30313,2.137,54.32,3773.0,4822.0,2.662,0.36,12.899,2.785,0.017,19.57049257,48.0417037,0.046,-0.131,-7e-06,1.4e-05,-0.008,0.0,0.009,47891.79,0.05608,2
7594,1,297.91592,48.33205,13.541,13.052,12.911,12.843,11.911,11.582,11.529,13.1,261.0,2094.1123,13815.108,0.4091,0.0,0.0,0.2979,0.3238,1041.8,52.0,0.0482,0.739,2.771,154870.0,4.128795314,0.439667,14.1,86.99,1244.0,5949.0,4.311,-0.4,1.083,0.876,0.0,19.861061167,48.33206041,-0.02989,0.03749,-0.014,0.0,0.051,-0.003,0.051,565.91,3.11059,2
7595,1,287.35608,48.543091,15.337,14.939,14.807,14.788,13.975,13.645,13.574,14.966,163.0,94.95967,838.71173,0.8487,0.0,0.0,0.3058,0.3071,515.5,164.61,0.0441,2.195,2.7233,59095.0,3.269176601,1.4851,10.93,78.42,1349.0,6372.0,4.453,-0.32,1.015,1.066,0.002,19.15707384,48.5431181,0.066,0.1013,-0.0003,-0.0005,0.014,0.022,0.026,781.57,2.31211,2
7597,1,294.78079,49.273621,15.775,15.244,15.073,14.978,14.07,13.671,13.685,15.284,86.0,275.98288,1800.4244,0.0098,0.0,0.0,0.2979,0.3238,2019.7,17.09,0.1194,0.272,8.45037,44315.3,15.995094054,0.194457,16.835,89.08,676.0,5899.0,4.574,-0.46,0.805,0.889,0.0,19.65204962,49.27352,-0.0838,-0.3599,-0.0015,-0.0005,0.001,-0.037,0.037,49.26,0.35279,2
7600,1,301.03876,44.071098,10.762,10.621,10.632,10.698,9.941,9.827,9.773,10.656,139.0,19.946049,107.57253,0.9873,0.0,0.0,0.3338,0.2367,15.8,21.68,0.1004,0.984,2.876,5915.0,9.86869589,0.115642,13.83,85.92,1332.0,7301.0,4.11,-0.38,1.717,1.384,0.0,20.06924614,44.071175,-0.2,0.27,0.00067,-0.00022,-0.43,0.083,0.44,743.72,0.51376,2
7604,1,301.13428,44.100128,12.511,12.282,12.26,12.274,11.545,11.391,11.344,12.34,1081.0,3.1166492,10.398751,0.9589,0.0,0.0,0.3342,0.2394,15.9,1.04,0.0219,0.267,1.206,37.1,0.978362973,0.005708,6.041,87.47,2772.0,7193.0,4.156,-0.12,1.671,1.46,0.0,20.075306,44.09916,-12.11,-3.48,0.000375,0.000115,-10.132,-1.944,10.317,13948.03,4.3571,3
7606,5,283.33606,47.174541,17.65,16.299,15.691,15.389,14.222,13.516,13.343,16.279,13.0,5.4066563,12.787113,0.788,0.0,0.0,0.1023,0.6504,18.6,2.25,0.1861,0.338,4.49,1661.7,37.6333868,0.03659,62.8,89.69,299.0,3891.0,4.718,0.21,0.564,0.605,0.027,18.88905,47.17477,-0.73,0.81,0.0011,-0.0019,0.19,0.15,0.25,1.88,3.3011,0
7612,2,285.31381,48.72525,14.31,13.712,13.506,13.401,12.441,12.034,11.996,13.747,84.0,3.726858,10.144701,0.9364,0.0,0.0,0.2291,0.4603,12.3,1.0,0.1016,0.441,2.373,147.7,12.25384348,0.011217,35.9,89.3,678.0,5413.0,4.579,0.07,0.82,0.931,0.697,19.020936,48.72514,0.6,-0.38,-5e-05,5e-05,0.0,-0.72,0.72,50.05,5.83094,0
7617,1,297.07068,49.442451,13.461,12.978,12.851,12.785,11.901,11.58,11.525,13.034,59.0,75.379135,408.60593,0.6223,0.0,0.0,0.2946,0.3268,56.6,69.44,0.1534,1.277,3.699,5259.0,22.16127178,0.364388,22.0,86.67,877.0,5893.0,3.945,-0.4,1.745,0.979,0.0,19.80471354,49.4424962,0.079,0.166,0.001,0.0,0.039,0.026,0.047,139.67,0.40963,2
7620,1,294.81921,49.963631,14.43,13.924,13.778,13.769,12.855,12.507,12.454,13.974,0.0,6440.794,11276.919,-1.0,0.0,0.0,0.2889,0.3511,1365.9,71.61,0.8568,0.426,21.4259,467860.0,282.9656538,0.683762,164.363,89.85,280.0,5999.0,4.494,-0.06,0.959,1.045,0.0,19.654613952,49.96362209,-0.00165,-0.0285,0.026,0.05,0.004,-0.01,0.011,1.45,1.04907,2
7624,1,290.02682,50.455391,15.907,15.298,15.111,15.027,14.069,13.656,13.567,15.35,522.0,331.3658,3223.9841,0.052,0.0,0.0,0.2676,0.3928,338.2,40.94,0.0357,0.124,4.9153,171132.0,2.581595167,0.379057,5.57,88.72,1328.0,5720.0,4.407,-0.1,0.989,0.912,0.0,19.335122635,50.45541608,0.06651,0.09388,0.003,0.003,-0.012,-0.012,0.017,735.27,0.49039,2
7643,1,291.65018,38.40937,12.491,11.938,11.823,11.729,10.826,10.488,10.402,12.023,1288.0,3.7188542,10.425457,0.9535,0.0,0.0,0.2676,0.3928,9.3,0.48,0.0195,0.096,1.689,24.4,1.039046871,0.004495,4.736,88.84,1774.0,5689.0,4.422,-0.06,0.976,0.918,0.0,19.443207,38.41101,-5.81,5.9,0.000102,-9.1e-05,-5.41,8.93,10.44,2348.45,1.86095,3
7645,1,299.436,40.477852,12.184,12.25,12.4,12.438,11.841,11.799,11.786,12.234,1351.0,4.330964,9.095842,0.6736,0.0,0.0,0.2915,0.2099,14.8,1.14,0.0253,0.547,1.127,28.6,0.98762513,0.00515,5.69,84.48,3728.0,9456.0,4.172,0.07,2.022,2.213,0.0,19.962072,40.47401,-13.48,-13.81,0.000333,0.000327,-7.524,-9.418,12.055,45704.5,3.57429,3
7658,7,284.4335,49.305161,14.139,13.741,13.66,13.634,12.79,12.531,12.482,13.804,7.0,9.988667,18.204784,0.4027,0.0,0.0,0.2844,0.3661,24.4,3.37,0.5036,0.943,11.942,498.7,124.922516,0.025738,32.3,88.33,407.0,5970.0,4.317,0.1,1.2,1.089,0.292,18.962253,49.30526,0.7,0.36,-0.00037,-0.00014,-0.24,-0.01,0.24,6.45,0.04072,0
7665,3,289.19958,49.305721,14.944,14.454,14.329,14.292,13.391,13.076,13.047,14.513,15.0,4.681905,11.244823,0.73,0.0,0.0,0.2286,0.4641,12.9,3.04,0.3802,0.944,9.331,270.2,85.517344,0.019208,27.0,88.0,482.0,5592.0,4.115,0.16,1.451,1.0,0.001,19.279969,49.30623,-0.1,1.8,2e-05,-0.0006,-0.46,1.91,1.96,12.75,0.05079,0
7666,1,298.93646,40.39175,7.225,7.446,7.654,7.878,7.42,7.448,7.524,7.391,6.0,59.414787,129.59291,0.9405,0.0,0.0,0.2912,0.2186,576.6,59.07,0.746,0.227,24.3711,94008.0,161.2529031,0.289251,64.16,89.8,652.0,9341.0,4.222,0.07,1.87,2.128,0.0,19.92908289,40.3920142,-0.622,0.951,0.05,-0.11,-2.63,4.0,4.8,42.81,0.19212,1
7670,1,294.96027,40.98698,15.918,15.369,15.211,15.122,14.172,13.833,13.776,15.423,809.0,360.2912,2587.2346,0.611,0.0,0.0,0.2916,0.3447,700.5,24.3,0.0236,0.692,5.045,61867.0,1.330333096,0.24559,2.28216,72.35,1634.0,5984.0,4.521,-0.2,0.906,0.993,0.0,19.664017342,40.9869638,-0.0268,-0.0585,-0.001,-0.037,-0.102,0.49,0.5,1691.25,0.12705,2
7673,1,299.16174,40.92701,13.483,13.094,12.972,12.925,12.068,11.792,11.728,13.125,80.0,929.0034,5343.073,0.0052,0.0,0.0,0.2945,0.3061,5156.6,61.35,0.1376,0.218,7.79748,48374.6,16.832079803,0.203914,19.537,89.36,1243.0,6300.0,3.646,-0.8,2.755,1.223,0.0,19.944118899,40.92700794,0.1183,-0.0074,0.0089,0.0055,-0.04,0.002,0.04,565.17,0.49795,2
7674,1,299.2717,40.972389,16.24,15.587,15.368,15.245,14.272,13.907,13.849,15.63,178.0,449.17242,3781.766,0.9018,0.0,0.0,0.2434,0.4341,2541.2,44.48,0.0714,0.945,6.5974,121807.0,7.346159047,0.50282,10.0082,84.58,835.0,5616.0,4.574,-0.2,0.81,0.905,0.0,19.95145896,40.97227708,0.4998,-0.4065,-0.038,0.008,0.039,-0.007,0.039,114.57,0.3514,1
7675,1,299.55539,40.996132,15.25,14.643,14.435,14.324,13.376,13.027,12.947,14.68,52.0,3.063289,7.3192124,0.9529,0.0,0.0,0.2865,0.3556,7.9,1.16,0.1597,0.36,3.024,174.0,26.2402438,0.012164,62.7,89.67,583.0,5649.0,4.45,-0.42,0.875,0.787,0.0,19.970478,40.99499,4.9,-4.1,-0.00069,0.0005,1.69,-3.6,4.0,27.36,6.77994,3
